agi	family	occurences	databases		
AT2G33310	AUX/IAA	2	peking2.csv	riken2.csv	
AT5G52600	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT4G21040	C2C2-DOF	2	agris2.csv	peking2.csv	
AT1G68190	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT1G26590	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT2G30470	ABI3VP1	3	agris2.csv	peking2.csv	riken2.csv
AT3G52440	C2C2-DOF	2	agris2.csv	peking2.csv	
AT5G49300	C2C2-GATA	2	agris2.csv	peking2.csv	
AT3G30260	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G25250	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT4G02670	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT4G36730	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT4G01500	ABI3VP1	2	peking2.csv	riken2.csv	
AT4G21330	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G11260	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT5G50010	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G45120	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G74480	NIN-LIKE	2	peking2.csv	riken2.csv	
AT3G58780	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G13790	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT4G14560	AUX/IAA	2	peking2.csv	riken2.csv	
AT1G69180	C2C2-YABBY	2	agris2.csv	peking2.csv	
AT5G40360	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G77950	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G72050	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G72570	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT2G36270	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT4G38620	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G66370	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G34180	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT3G02380	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT5G52830	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT5G62610	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G40430	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G26170	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT1G69810	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT4G02590	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G42280	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT3G01600	NAC	2	peking2.csv	riken2.csv	
AT3G58070	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT4G21050	C2C2-DOF	2	agris2.csv	peking2.csv	
AT3G54810	C2C2-GATA	2	agris2.csv	peking2.csv	
AT3G61950	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G49520	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT2G22630	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT3G48430	JUMONJI	2	peking2.csv	riken2.csv	
AT4G00050	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G59810	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G26310	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT3G06380	TUB	3	agris2.csv	peking2.csv	riken2.csv
AT3G49950	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT3G04060	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT3G18650	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT2G01650	C2H2	2	agris2.csv	peking2.csv	
AT1G10610	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G42300	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G21900	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT1G66380	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT3G56970	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G32460	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G49420	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G64060	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT3G04930	GEBP	2	agris2.csv	peking2.csv	
AT3G15540	AUX/IAA	2	peking2.csv	riken2.csv	
AT2G01370	GEBP	2	agris2.csv	peking2.csv	
AT5G17260	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT4G18390	TCP	3	agris2.csv	peking2.csv	riken2.csv
AT5G08520	MYB	2	peking2.csv	riken2.csv	
AT5G17490	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT1G51070	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G24260	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G29280	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT4G37740	GRF	2	agris2.csv	peking2.csv	
AT1G22590	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G17430	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT2G31180	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT3G24490	TRIHELIX	2	peking2.csv	riken2.csv	
AT5G25790	CPP	3	agris2.csv	peking2.csv	riken2.csv
AT5G66990	NIN-LIKE	2	peking2.csv	riken2.csv	
AT4G37940	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G61270	bHLH	2	agris2.csv	peking2.csv	
AT3G04070	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT2G43010	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G27050	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G66390	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G70000	MYB	2	peking2.csv	riken2.csv	
AT1G71450	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G35560	TCP	3	agris2.csv	peking2.csv	riken2.csv
AT5G36670	PHD	2	agris2.csv	peking2.csv	
AT5G06070	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT4G01540	NAC	2	peking2.csv	riken2.csv	
AT1G78600	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT4G01060	MYB	2	peking2.csv	riken2.csv	
AT3G54620	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT3G13840	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT3G50890	ZF-HD	2	agris2.csv	peking2.csv	
AT1G64625	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT3G66656	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G46010	HB	3	agris2.csv	peking2.csv	riken2.csv
AT5G54340	C2H2	2	peking2.csv	riken2.csv	
AT5G47220	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G74250	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT5G01380	TRIHELIX	3	agris2.csv	peking2.csv	riken2.csv
AT2G28340	C2C2-GATA	2	agris2.csv	peking2.csv	
AT1G71692	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT2G32370	HB	3	agris2.csv	peking2.csv	riken2.csv
AT1G55650	ARID	2	agris2.csv	peking2.csv	
AT3G54340	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G51910	TCP	3	agris2.csv	peking2.csv	riken2.csv
AT5G60120	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT2G22800	HB	3	agris2.csv	peking2.csv	riken2.csv
AT4G36060	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G04250	AUX/IAA	2	peking2.csv	riken2.csv	
AT4G01550	NAC	2	peking2.csv	riken2.csv	
AT3G46130	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT3G53340	CCAAT-HAP3	2	agris2.csv	peking2.csv	
AT1G51700	C2C2-DOF	2	agris2.csv	peking2.csv	
AT2G40220	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT3G17730	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G17520	MYB	2	peking2.csv	riken2.csv	
AT1G55580	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT3G30210	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT4G30180	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G49950	MYB	2	peking2.csv	riken2.csv	
AT1G13450	TRIHELIX	3	agris2.csv	peking2.csv	riken2.csv
AT3G61120	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT2G36080	ABI3VP1	2	peking2.csv	riken2.csv	
AT4G14550	AUX/IAA	2	peking2.csv	riken2.csv	
AT1G20700	HB	3	agris2.csv	peking2.csv	riken2.csv
AT5G26870	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G17460	MYB	2	peking2.csv	riken2.csv	
AT5G27880	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G14687	ZF-HD	2	agris2.csv	peking2.csv	
AT5G67180	AP2-EREBP	2	peking2.csv	riken2.csv	
AT5G27070	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G50490	CCAAT-HAP5	2	agris2.csv	peking2.csv	
AT4G11070	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT2G36010	E2F/DP	2	peking2.csv	riken2.csv	
AT3G46600	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT1G63490	JUMONJI	2	peking2.csv	riken2.csv	
AT5G67060	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G16060	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT4G34680	C2C2-GATA	2	agris2.csv	peking2.csv	
AT5G27960	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G25470	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT2G27050	EIL	3	agris2.csv	peking2.csv	riken2.csv
AT4G38340	NIN-LIKE	2	peking2.csv	riken2.csv	
AT3G15170	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT2G46495	C3H	2	agris2.csv	peking2.csv	
AT4G21080	C2C2-DOF	2	agris2.csv	peking2.csv	
AT1G70510	HB	3	agris2.csv	peking2.csv	riken2.csv
AT2G26880	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT2G38250	TRIHELIX	3	agris2.csv	peking2.csv	riken2.csv
AT1G12610	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G22190	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G76580	SBP	2	agris2.csv	riken2.csv	
AT1G02220	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G62975	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G01160	C2H2	2	agris2.csv	riken2.csv	
AT5G27580	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G06960	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT3G44750	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT5G38140	CCAAT-HAP5	2	agris2.csv	peking2.csv	
AT2G21230	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT5G07160	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT2G30420	MYB	2	peking2.csv	riken2.csv	
AT1G47760	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G61660	bHLH	2	agris2.csv	peking2.csv	
AT5G26660	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G44180	HB	3	agris2.csv	peking2.csv	riken2.csv
AT4G18870	HSF	2	peking2.csv	riken2.csv	
AT4G14540	CCAAT-HAP3	2	agris2.csv	peking2.csv	
AT1G01010	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT2G46410	MYB	2	peking2.csv	riken2.csv	
AT1G02230	NAC	2	agris2.csv	peking2.csv	
AT5G07700	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT2G44730	TRIHELIX	2	peking2.csv	riken2.csv	
AT1G28370	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G47670	CCAAT-HAP3	2	agris2.csv	peking2.csv	
AT4G04885	C2H2	2	agris2.csv	riken2.csv	
AT3G18990	ABI3VP1	2	agris2.csv	riken2.csv	
AT1G72010	TCP	3	agris2.csv	peking2.csv	riken2.csv
AT1G62990	HB	3	agris2.csv	peking2.csv	riken2.csv
AT1G50680	AP2-EREBP	2	peking2.csv	riken2.csv	
AT4G34990	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT2G44940	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G39760	ZF-HD	2	agris2.csv	peking2.csv	
AT5G56860	C2C2-GATA	2	agris2.csv	peking2.csv	
AT3G55210	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT4G32730	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT4G00730	HB	3	agris2.csv	peking2.csv	riken2.csv
AT1G09250	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G51950	AUX/IAA	2	peking2.csv	riken2.csv	
AT1G28310	C2C2-DOF	2	agris2.csv	peking2.csv	
AT1G69690	TCP	3	agris2.csv	peking2.csv	riken2.csv
AT4G17710	HB	3	agris2.csv	peking2.csv	riken2.csv
AT4G18880	HSF	3	agris2.csv	peking2.csv	riken2.csv
AT4G01280	MYB	2	peking2.csv	riken2.csv	
AT2G36610	HB	3	agris2.csv	peking2.csv	riken2.csv
AT3G47890	C2H2	2	agris2.csv	riken2.csv	
AT5G60910	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G46408	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT3G21175	C2C2-GATA	2	agris2.csv	peking2.csv	
AT1G13600	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT1G02240	NAC	2	peking2.csv	riken2.csv	
AT1G71200	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G46770	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G73360	HB	3	agris2.csv	peking2.csv	riken2.csv
AT1G66470	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT4G26930	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT3G50260	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT2G41130	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT4G01120	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT1G34410	ARF	3	agris2.csv	peking2.csv	riken2.csv
AT5G47640	CCAAT-HAP3	2	agris2.csv	peking2.csv	
AT2G47090	C2H2	2	agris2.csv	peking2.csv	
AT1G06160	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G21340	C2C2-DOF	2	agris2.csv	peking2.csv	
AT1G56160	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT2G28350	ARF	3	agris2.csv	peking2.csv	riken2.csv
AT3G47910	C2H2	2	agris2.csv	riken2.csv	
AT1G04550	AUX/IAA	2	peking2.csv	riken2.csv	
AT1G04240	AUX/IAA	2	peking2.csv	riken2.csv	
AT5G43290	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT1G31050	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT4G21750	HB	3	agris2.csv	peking2.csv	riken2.csv
AT3G19580	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT4G30080	ARF	3	agris2.csv	peking2.csv	riken2.csv
AT3G15270	SBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G03740	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT5G06250	ABI3VP1	2	peking2.csv	riken2.csv	
AT1G08010	C2C2-GATA	2	agris2.csv	peking2.csv	
AT3G48920	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT3G53600	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT2G04890	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT1G18960	MYB	2	peking2.csv	riken2.csv	
AT3G03660	HB	3	agris2.csv	peking2.csv	riken2.csv
AT1G05230	HB	3	agris2.csv	peking2.csv	riken2.csv
AT2G23290	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G79180	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT2G28160	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G47370	HB	3	agris2.csv	peking2.csv	riken2.csv
AT1G01930	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G60880	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G65510	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G66420	GEBP	2	agris2.csv	peking2.csv	
AT5G14750	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G43860	C2H2	2	agris2.csv	riken2.csv	
AT1G77920	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT3G06590	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT4G01260	GEBP	2	agris2.csv	peking2.csv	
AT1G04100	AUX/IAA	2	peking2.csv	riken2.csv	
AT2G45190	C2C2-YABBY	2	agris2.csv	peking2.csv	
AT1G13260	AP2-EREBP	2	peking2.csv	riken2.csv	
AT5G61620	MYB	2	peking2.csv	riken2.csv	
AT4G10350	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G68480	C2H2	2	agris2.csv	peking2.csv	
AT1G54330	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT4G24020	NIN-LIKE	2	peking2.csv	riken2.csv	
AT2G22850	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT1G58100	TCP	3	agris2.csv	peking2.csv	riken2.csv
AT2G46530	ARF	3	agris2.csv	peking2.csv	riken2.csv
AT1G49130	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT1G24630	C2H2	2	agris2.csv	riken2.csv	
AT5G46691	bHLH	2	peking2.csv	riken2.csv	
AT4G01460	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT4G00120	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G22990	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G70920	HB	3	agris2.csv	peking2.csv	riken2.csv
AT5G63470	CCAAT-HAP5	2	agris2.csv	peking2.csv	
AT5G04340	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT5G18560	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT3G62090	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G33500	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT1G67030	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT2G37650	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT4G26150	C2C2-GATA	2	agris2.csv	peking2.csv	
AT1G76110	ARID	2	agris2.csv	peking2.csv	
AT4G34610	HB	3	agris2.csv	peking2.csv	riken2.csv
AT5G15830	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT1G65110	C2H2	2	agris2.csv	riken2.csv	
AT5G61850	LFY	2	peking2.csv	riken2.csv	
AT3G10490	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT2G36890	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G25280	TUB	3	agris2.csv	peking2.csv	riken2.csv
AT1G69540	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G46264	HSF	3	agris2.csv	peking2.csv	riken2.csv
AT1G67910	CAMTA	2	agris2.csv	peking2.csv	
AT3G20880	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT3G23220	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G20730	ARF	3	agris2.csv	peking2.csv	riken2.csv
AT1G31630	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G30970	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT2G33550	TRIHELIX	2	peking2.csv	riken2.csv	
AT5G66300	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT3G02310	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT2G34140	C2C2-DOF	2	agris2.csv	peking2.csv	
AT1G17950	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G48670	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G47140	C2C2-GATA	2	agris2.csv	peking2.csv	
AT1G14510	ALFIN-LIKE	2	agris2.csv	riken2.csv	
AT4G23750	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G74430	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G45710	HSF	3	agris2.csv	peking2.csv	riken2.csv
AT2G16720	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT2G02450	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT5G60450	ARF	3	agris2.csv	peking2.csv	riken2.csv
AT3G24140	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT4G31420	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G22070	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT1G76510	ARID	2	agris2.csv	peking2.csv	
AT4G00150	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT2G43500	NIN-LIKE	2	peking2.csv	riken2.csv	
AT3G60030	SBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G62000	ARF	3	agris2.csv	peking2.csv	riken2.csv
AT4G24470	C2C2-GATA	2	agris2.csv	peking2.csv	
AT4G14410	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G41200	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT2G47890	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT2G38340	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G62300	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT3G05800	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G12260	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT2G46830	MYB	2	peking2.csv	riken2.csv	
AT1G14350	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G47270	TUB	3	agris2.csv	peking2.csv	riken2.csv
AT1G65130	C2H2	2	agris2.csv	riken2.csv	
AT3G07340	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G52170	HB	3	agris2.csv	peking2.csv	riken2.csv
AT5G41410	HB	3	agris2.csv	peking2.csv	riken2.csv
AT2G24430	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G02030	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT5G01860	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G28450	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT1G60350	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT3G54390	TRIHELIX	2	peking2.csv	riken2.csv	
AT5G10030	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT2G22200	AP2-EREBP	2	agris2.csv	peking2.csv	
AT3G45170	C2C2-GATA	2	agris2.csv	peking2.csv	
AT5G13910	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G62380	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT2G18380	C2C2-GATA	2	agris2.csv	peking2.csv	
AT1G64620	C2C2-DOF	2	agris2.csv	peking2.csv	
AT5G43170	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G29160	C2C2-DOF	2	agris2.csv	peking2.csv	
AT1G09770	MYB	2	peking2.csv	riken2.csv	
AT1G80840	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT4G14770	CPP	3	agris2.csv	peking2.csv	riken2.csv
AT5G62010	ARF	2	agris2.csv	riken2.csv	
AT4G27310	C2C2-CO-LIKE	2	agris2.csv	peking2.csv	
AT5G47230	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G30650	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT4G03250	HB	3	agris2.csv	peking2.csv	riken2.csv
AT1G14440	ZF-HD	2	agris2.csv	peking2.csv	
AT2G28610	HB	3	agris2.csv	peking2.csv	riken2.csv
AT5G03150	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G68880	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT3G50060	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G16070	TUB	2	agris2.csv	peking2.csv	
AT1G53160	SBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G37800	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G25810	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT3G05690	CCAAT-HAP2	2	agris2.csv	peking2.csv	
AT2G02070	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G11490	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT4G35270	NIN-LIKE	2	peking2.csv	riken2.csv	
AT5G08130	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G73410	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G77640	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT5G59340	HB	3	agris2.csv	peking2.csv	riken2.csv
AT2G03340	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT1G63650	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT4G19630	HSF	2	peking2.csv	riken2.csv	
AT5G50080	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT3G62850	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT5G15160	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G45160	GRAS	3	agris2.csv	peking2.csv	riken2.csv
AT2G36930	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G25560	AP2-EREBP	2	peking2.csv	riken2.csv	
AT1G19210	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT4G35900	bZIP	3	agris2.csv	peking2.csv	riken2.csv
AT3G16500	AUX/IAA	2	peking2.csv	riken2.csv	
AT4G24150	GRF	2	agris2.csv	peking2.csv	
AT1G56650	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT4G26640	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT4G32880	HB	3	agris2.csv	peking2.csv	riken2.csv
AT1G55110	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT1G32770	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT1G60040	MADS	3	agris2.csv	peking2.csv	riken2.csv
AT5G49330	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT5G67190	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT1G54160	CCAAT-HAP2	2	agris2.csv	peking2.csv	
AT2G46510	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT3G27810	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT1G08810	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT4G38071	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G16910	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G26260	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G14490	NAC	2	peking2.csv	riken2.csv	
AT2G20880	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT4G09180	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT5G65410	ZF-HD	2	agris2.csv	peking2.csv	
AT1G71030	MYB	2	peking2.csv	riken2.csv	
AT1G01260	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G13290	C2H2	3	agris2.csv	peking2.csv	riken2.csv
AT2G31280	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT2G40750	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT5G40310	C2H2	2	agris2.csv	riken2.csv	
AT1G34190	NAC	3	agris2.csv	peking2.csv	riken2.csv
AT4G36930	bHLH	3	agris2.csv	peking2.csv	riken2.csv
AT1G80590	WRKY	3	agris2.csv	peking2.csv	riken2.csv
AT1G06180	MYB	3	agris2.csv	peking2.csv	riken2.csv
AT2G35700	AP2-EREBP	3	agris2.csv	peking2.csv	riken2.csv
AT4G38000	C2C2-DOF	2	agris2.csv	peking2.csv	
