AGI	object name	GO term	GO ID	Aspect	GOslim term
AT4G14920	AT4G14920.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G16250	AT4G16250.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G16780	AT4G16780.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G17020	AT4G17020.2	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G17460	AT4G17460.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G17490	AT4G17490.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G17500	AT4G17500.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G17570	AT4G17570.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G17710	AT4G17710.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G17785	AT4G17785.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G17950	AT4G17950.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G18130	AT4G18130.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G18170	AT4G18170.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G18450	AT4G18450.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G18770	AT4G18770.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G18870	AT4G18870.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G18880	AT4G18880.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G21550	AT4G21550.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G21750	AT4G21750.2	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G22070	AT4G22070.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G22140	AT4G22140.2	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G22680	AT4G22680.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G22950	AT4G22950.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G23750	AT4G23750.2	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G23800	AT4G23800.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G23810	AT4G23810.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G23860	AT4G23860.2	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G23980	AT4G23980.2	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G24240	AT4G24240.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G24470	AT4G24470.2	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G24540	AT4G24540.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G25470	AT4G25470.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G25480	AT4G25480.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G25530	AT4G25530.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G25560	AT4G25560.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G26370	AT4G26370.2	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G26380	AT4G26380.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G26440	AT4G26440.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G26640	AT4G26640.2	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G27910	AT4G27910.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G28110	AT4G28110.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G28140	AT4G28140.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G29940	AT4G29940.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G30860	AT4G30860.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G30935	AT4G30935.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G31060	AT4G31060.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G31550	AT4G31550.3	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G31610	AT4G31610.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G31615	AT4G31615.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G31630	AT4G31630.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G31680	AT4G31680.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G31800	AT4G31800.2	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G31805	AT4G31805.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G32730	AT4G32730.2	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G32800	AT4G32800.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G32880	AT4G32880.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G32890	AT4G32890.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G33280	AT4G33280.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G33450	AT4G33450.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G34000	AT4G34000.4	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G34400	AT4G34400.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G34410	AT4G34410.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G34590	AT4G34590.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G34610	AT4G34610.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G34680	AT4G34680.2	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G34990	AT4G34990.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G35040	AT4G35040.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G35550	AT4G35550.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G36020	AT4G36020.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G36590	AT4G36590.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G36620	AT4G36620.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G36650	AT4G36650.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G36730	AT4G36730.2	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G36740	AT4G36740.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G36870	AT4G36870.2	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G36900	AT4G36900.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G36920	AT4G36920.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G37260	AT4G37260.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G37610	AT4G37610.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G37730	AT4G37730.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G37750	AT4G37750.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G37780	AT4G37780.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G37790	AT4G37790.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G37940	AT4G37940.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G38680	AT4G38680.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G38900	AT4G38900.3	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G39410	AT4G39410.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G39780	AT4G39780.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G40060	AT4G40060.1	"regulation of transcription, DNA-dependent"	GO:0006355	proc	other physiological processes
AT4G02080	AT4G02080.1	rRNA processing	GO:0006364	proc	cell organization and biogenesis
AT4G02400	AT4G02400.1	rRNA processing	GO:0006364	proc	cell organization and biogenesis
AT4G21130	AT4G21130.1	rRNA processing	GO:0006364	proc	cell organization and biogenesis
AT4G25630	FIB2	rRNA processing	GO:0006364	proc	cell organization and biogenesis
AT4G34730	AT4G34730.1	rRNA processing	GO:0006364	proc	cell organization and biogenesis
AT4G39990	AT4G39990.1	rRNA processing	GO:0006364	proc	cell organization and biogenesis
AT4G24440	AT4G24440.2	transcription initiation from RNA polymerase II promoter	GO:0006367	proc	transcription
AT4G18930	AT4G18930.1	tRNA splicing	GO:0006388	proc	other physiological processes
AT4G03430	AT4G03430.1	RNA processing	GO:0006396	proc	other physiological processes
AT4G15520	AT4G15520.1	RNA processing	GO:0006396	proc	other physiological processes
AT4G17610	AT4G17610.1	RNA processing	GO:0006396	proc	other physiological processes
AT4G24270	AT4G24270.2	RNA processing	GO:0006396	proc	other physiological processes
AT4G24770	RBP31	RNA processing	GO:0006396	proc	other physiological processes
AT4G28200	AT4G28200.1	RNA processing	GO:0006396	proc	other physiological processes
AT4G31200	AT4G31200.3	RNA processing	GO:0006396	proc	other physiological processes
AT4G32720	AT4G32720.2	RNA processing	GO:0006396	proc	other physiological processes
AT4G37510	AT4G37510.1	RNA processing	GO:0006396	proc	other physiological processes
AT4G38020	AT4G38020.1	RNA processing	GO:0006396	proc	other physiological processes
AT4G21660	AT4G21660.1	mRNA processing	GO:0006397	proc	other physiological processes
AT4G24740	AFC2	mRNA processing	GO:0006397	proc	other physiological processes
AT4G31770	AT4G31770.1	mRNA processing	GO:0006397	proc	other physiological processes
AT4G32720	AT4G32720.2	RNA export from nucleus	GO:0006405	proc	cell organization and biogenesis
AT4G00100	ATRPS13A	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G01310	AT4G01310.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G02230	AT4G02230.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G02930	AT4G02930.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G08350	AT4G08350.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G09800	AT4G09800.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G10450	AT4G10450.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G11160	AT4G11160.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G12600	AT4G12600.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G13170	AT4G13170.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G14320	AT4G14320.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G15000	AT4G15000.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G16030	AT4G16030.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G16720	AT4G16720.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G17390	AT4G17390.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G17560	AT4G17560.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G18100	AT4G18100.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G18730	RPL16B	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G20360	AT4G20360.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G22380	AT4G22380.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G23620	AT4G23620.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G25740	AT4G25740.2	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G26230	AT4G26230.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G27090	AT4G27090.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G28360	AT4G28360.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G29390	AT4G29390.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G29410	AT4G29410.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G29430	AT4G29430.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G30800	AT4G30800.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G30930	AT4G30930.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G31460	AT4G31460.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G31700	AT4G31700.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G31985	AT4G31985.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G33865	AT4G33865.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G34555	AT4G34555.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G34620	AT4G34620.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G34670	AT4G34670.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G36130	AT4G36130.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G36420	AT4G36420.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G37660	AT4G37660.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G39200	AT4G39200.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G39880	AT4G39880.1	protein biosynthesis	GO:0006412	proc	other physiological processes
AT4G11160	AT4G11160.1	translational initiation	GO:0006413	proc	other physiological processes
AT4G11175	AT4G11175.1	translational initiation	GO:0006413	proc	other physiological processes
AT4G11420	EIF3A	translational initiation	GO:0006413	proc	other physiological processes
AT4G18040	EIF4E	translational initiation	GO:0006413	proc	other physiological processes
AT4G18330	AT4G18330.2	translational initiation	GO:0006413	proc	other physiological processes
AT4G20980	AT4G20980.3	translational initiation	GO:0006413	proc	other physiological processes
AT4G27130	AT4G27130.1	translational initiation	GO:0006413	proc	other physiological processes
AT4G30690	AT4G30690.1	translational initiation	GO:0006413	proc	other physiological processes
AT4G34110	PAB2	translational initiation	GO:0006413	proc	other physiological processes
AT4G00810	AT4G00810.2	translational elongation	GO:0006414	proc	other physiological processes
AT4G02930	AT4G02930.1	translational elongation	GO:0006414	proc	other physiological processes
AT4G11120	AT4G11120.1	translational elongation	GO:0006414	proc	other physiological processes
AT4G20360	AT4G20360.1	translational elongation	GO:0006414	proc	other physiological processes
AT4G25890	AT4G25890.1	translational elongation	GO:0006414	proc	other physiological processes
AT4G26310	AT4G26310.1	translational elongation	GO:0006414	proc	other physiological processes
AT4G29060	AT4G29060.2	translational elongation	GO:0006414	proc	other physiological processes
AT4G27650	AT4G27650.1	translational termination	GO:0006415	proc	other physiological processes
AT4G04350	AT4G04350.1	tRNA aminoacylation for protein translation	GO:0006418	proc	other physiological processes
AT4G26870	AT4G26870.1	tRNA aminoacylation for protein translation	GO:0006418	proc	other physiological processes
AT4G33760	AT4G33760.1	tRNA aminoacylation for protein translation	GO:0006418	proc	other physiological processes
AT4G26300	AT4G26300.1	arginyl-tRNA aminoacylation	GO:0006420	proc	other physiological processes
AT4G17300	NS1	asparaginyl-tRNA aminoacylation	GO:0006421	proc	other physiological processes
AT4G31180	AT4G31180.2	aspartyl-tRNA aminoacylation	GO:0006422	proc	other physiological processes
AT4G13780	AT4G13780.1	methionyl-tRNA aminoacylation	GO:0006431	proc	other physiological processes
AT4G39280	AT4G39280.1	phenylalanyl-tRNA aminoacylation	GO:0006432	proc	other physiological processes
AT4G29080	AT4G29080.1	regulation of translation	GO:0006445	proc	other physiological processes
AT4G18300	AT4G18300.1	regulation of translational initiation	GO:0006446	proc	other physiological processes
AT4G07990	AT4G07990.1	protein folding	GO:0006457	proc	other physiological processes
AT4G09350	AT4G09350.1	protein folding	GO:0006457	proc	other physiological processes
AT4G10130	AT4G10130.1	protein folding	GO:0006457	proc	other physiological processes
AT4G13830	AT4G13830.2	protein folding	GO:0006457	proc	other physiological processes
AT4G19570	AT4G19570.1	protein folding	GO:0006457	proc	other physiological processes
AT4G19580	AT4G19580.1	protein folding	GO:0006457	proc	other physiological processes
AT4G19830	AT4G19830.1	protein folding	GO:0006457	proc	other physiological processes
AT4G21180	AT4G21180.1	protein folding	GO:0006457	proc	other physiological processes
AT4G24190	AT4G24190.2	protein folding	GO:0006457	proc	other physiological processes
AT4G24280	AT4G24280.1	protein folding	GO:0006457	proc	other physiological processes
AT4G25340	AT4G25340.1	protein folding	GO:0006457	proc	other physiological processes
AT4G26555	AT4G26555.1	protein folding	GO:0006457	proc	other physiological processes
AT4G26780	AT4G26780.1	protein folding	GO:0006457	proc	other physiological processes
AT4G28480	AT4G28480.1	protein folding	GO:0006457	proc	other physiological processes
AT4G32420	AT4G32420.1	protein folding	GO:0006457	proc	other physiological processes
AT4G34870	AT4G34870.1	protein folding	GO:0006457	proc	other physiological processes
AT4G34960	AT4G34960.1	protein folding	GO:0006457	proc	other physiological processes
AT4G36040	AT4G36040.1	protein folding	GO:0006457	proc	other physiological processes
AT4G37480	AT4G37480.1	protein folding	GO:0006457	proc	other physiological processes
AT4G37910	AT4G37910.1	protein folding	GO:0006457	proc	other physiological processes
AT4G38740	AT4G38740.1	protein folding	GO:0006457	proc	other physiological processes
AT4G39150	AT4G39150.1	protein folding	GO:0006457	proc	other physiological processes
AT4G39710	AT4G39710.1	protein folding	GO:0006457	proc	other physiological processes
AT4G39960	AT4G39960.1	protein folding	GO:0006457	proc	other physiological processes
AT4G23460	AT4G23460.1	protein complex assembly	GO:0006461	proc	protein metabolism
AT4G02890	AT4G02890.2	protein modification	GO:0006464	proc	other physiological processes
AT4G03430	AT4G03430.1	protein modification	GO:0006464	proc	other physiological processes
AT4G05050	AT4G05050.2	protein modification	GO:0006464	proc	other physiological processes
AT4G05320	AT4G05320.5	protein modification	GO:0006464	proc	other physiological processes
AT4G12570	AT4G12570.1	protein modification	GO:0006464	proc	other physiological processes
AT4G17470	AT4G17470.1	protein modification	GO:0006464	proc	other physiological processes
AT4G17480	AT4G17480.1	protein modification	GO:0006464	proc	other physiological processes
AT4G17483	AT4G17483.1	protein modification	GO:0006464	proc	other physiological processes
AT4G24990	AT4G24990.1	protein modification	GO:0006464	proc	other physiological processes
AT4G25130	AT4G25130.1	protein modification	GO:0006464	proc	other physiological processes
AT4G31050	AT4G31050.1	protein modification	GO:0006464	proc	other physiological processes
AT4G00330	AT4G00330.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G00340	RLK4	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G00710	AT4G00710.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G00720	AT4G00720.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G00960	AT4G00960.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G00970	AT4G00970.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G01330	AT4G01330.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G02010	AT4G02010.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G02410	AT4G02410.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G02420	AT4G02420.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G02630	AT4G02630.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G03230	AT4G03230.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G03390	AT4G03390.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G04490	AT4G04490.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G04500	AT4G04500.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G04510	AT4G04510.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G04540	AT4G04540.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G04570	AT4G04570.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G04710	AT4G04710.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G04720	AT4G04720.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G04740	AT4G04740.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G04960	AT4G04960.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G05200	AT4G05200.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G08470	AT4G08470.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G08480	AT4G08480.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G08800	AT4G08800.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G08850	AT4G08850.2	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G09570	AT4G09570.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G10010	AT4G10010.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G10390	AT4G10390.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G10730	AT4G10730.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G11110	AT4G11110.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G11460	AT4G11460.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G11470	AT4G11470.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G11480	AT4G11480.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G11490	AT4G11490.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G11530	AT4G11530.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G11890	AT4G11890.3	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G13000	AT4G13000.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G13020	AT4G13020.3	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G13190	AT4G13190.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G14350	AT4G14350.2	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G14480	AT4G14480.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G14580	AT4G14580.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G14780	AT4G14780.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G16970	AT4G16970.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G17640	CKB2	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G17660	AT4G17660.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G18250	AT4G18250.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G18640	AT4G18640.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G18700	AT4G18700.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G18710	BIN2	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G18950	AT4G18950.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G19110	AT4G19110.2	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G20140	AT4G20140.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G20270	AT4G20270.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G20450	AT4G20450.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G20790	AT4G20790.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G21230	AT4G21230.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G21370	AT4G21370.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G21380	AT4G21380.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G21390	AT4G21390.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G21400	AT4G21400.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G21940	AT4G21940.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G22130	AT4G22130.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G22730	AT4G22730.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G22940	AT4G22940.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G23130	AT4G23130.2	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G23140	AT4G23140.2	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G23150	AT4G23150.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G23160	AT4G23160.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G23180	AT4G23180.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G23200	AT4G23200.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G23210	AT4G23210.2	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G23220	AT4G23220.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G23240	AT4G23240.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G23270	AT4G23270.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G23290	AT4G23290.2	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G23300	AT4G23300.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G23320	AT4G23320.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G23650	AT4G23650.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G23740	AT4G23740.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G24400	CIPK8	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G24480	AT4G24480.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G25160	AT4G25160.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G25390	AT4G25390.2	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G26100	AT4G26100.3	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G26540	AT4G26540.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G26610	AT4G26610.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G26890	AT4G26890.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G27290	AT4G27290.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G27300	AT4G27300.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
AT4G28350	AT4G28350.1	protein amino acid phosphorylation	GO:0006468	proc	other physiological processes
