Transcript	SoyDB
Glyma18g49520.1	C2C2-DOF
Glyma18g52660.1	C2C2-DOF
Glyma19g02710.1	C2C2-DOF
Glyma19g29610.1	C2C2-DOF
Glyma19g38660.1	C2C2-DOF
Glyma19g38750.1	C2C2-DOF
Glyma19g44670.1	C2C2-DOF
Glyma19g44670.2	C2C2-DOF
Glyma20g04600.1	C2C2-DOF
Glyma20g35910.1	C2C2-DOF
Glyma01g10390.1	C2C2-GATA
Glyma01g33950.1	C2C2-GATA
Glyma01g37450.1	C2C2-GATA
Glyma01g41370.1	C2C2-GATA
Glyma02g05710.1	C2C2-GATA
Glyma02g06320.1	C2C2-GATA
Glyma02g07850.1	C2C2-GATA
Glyma02g08150.1	C2C2-GATA
Glyma03g27250.1	C2C2-GATA
Glyma03g36320.1	C2C2-GATA
Glyma03g39220.1	C2C2-GATA
Glyma04g01090.1	C2C2-GATA
Glyma04g01090.2	C2C2-GATA
Glyma04g05430.1	C2C2-GATA
Glyma04g08990.1	C2C2-GATA
Glyma05g05320.1	C2C2-GATA
Glyma05g30390.1	C2C2-GATA
Glyma06g01110.1	C2C2-GATA
Glyma06g09080.1	C2C2-GATA
Glyma07g01960.1	C2C2-GATA
Glyma07g14750.1	C2C2-GATA
Glyma07g37190.1	C2C2-GATA
Glyma07g37190.2	C2C2-GATA
Glyma08g19680.1	C2C2-GATA
Glyma09g07090.1	C2C2-GATA
Glyma09g08990.1	C2C2-GATA
Glyma10g25480.1	C2C2-GATA
Glyma10g35470.1	C2C2-GATA
Glyma11g04060.1	C2C2-GATA
Glyma11g07350.1	C2C2-GATA
Glyma11g11930.1	C2C2-GATA
Glyma11g20480.1	C2C2-GATA
Glyma11g25470.1	C2C2-GATA
Glyma12g04180.1	C2C2-GATA
Glyma12g08130.1	C2C2-GATA
Glyma12g29730.1	C2C2-GATA
Glyma13g00200.1	C2C2-GATA
Glyma13g40020.1	C2C2-GATA
Glyma14g10830.1	C2C2-GATA
Glyma14g22460.1	C2C2-GATA
Glyma15g18380.1	C2C2-GATA
Glyma16g04670.1	C2C2-GATA
Glyma16g24390.1	C2C2-GATA
Glyma16g25370.1	C2C2-GATA
Glyma16g26870.1	C2C2-GATA
Glyma16g27170.1	C2C2-GATA
Glyma17g03410.1	C2C2-GATA
Glyma17g06290.1	C2C2-GATA
Glyma17g15610.1	C2C2-GATA
Glyma17g27110.1	C2C2-GATA
Glyma17g34670.1	C2C2-GATA
Glyma19g28650.1	C2C2-GATA
Glyma19g41780.1	C2C2-GATA
Glyma20g32050.1	C2C2-GATA
Glyma03g23250.1	ND
Glyma08g19990.1	ND
Glyma01g03580.1	C2C2-YABBY
Glyma01g08030.1	C2C2-YABBY
Glyma01g33370.1	C2C2-YABBY
Glyma02g13350.1	C2C2-YABBY
Glyma03g03500.1	C2C2-YABBY
Glyma04g10130.1	C2C2-YABBY
Glyma05g04260.1	C2C2-YABBY
Glyma05g04260.2	C2C2-YABBY
Glyma06g10110.1	C2C2-YABBY
Glyma06g39680.1	C2C2-YABBY
Glyma06g46560.1	C2C2-YABBY
Glyma06g46560.2	C2C2-YABBY
Glyma06g46560.3	C2C2-YABBY
Glyma08g39290.1	C2C2-YABBY
Glyma12g10210.1	C2C2-YABBY
Glyma12g10210.2	C2C2-YABBY
Glyma12g10210.3	C2C2-YABBY
Glyma12g31670.1	C2C2-YABBY
Glyma12g31670.2	C2C2-YABBY
Glyma12g31670.3	C2C2-YABBY
Glyma12g31670.4	C2C2-YABBY
Glyma13g22620.1	C2C2-YABBY
Glyma13g38750.1	C2C2-YABBY
Glyma13g38750.2	C2C2-YABBY
Glyma17g12200.1	C2C2-YABBY
Glyma17g14710.1	C2C2-YABBY
Glyma17g14710.2	C2C2-YABBY
Glyma18g19720.1	C2C2-YABBY
Glyma01g04310.1	C2H2
Glyma01g06880.1	C2H2
Glyma01g18750.1	C2H2
Glyma01g22120.1	C2H2
Glyma01g24820.1	C2H2
Glyma01g27910.1	C2H2
Glyma01g32960.1	C2H2
Glyma01g32990.1	C2H2
Glyma01g38290.1	C2H2
Glyma01g41780.1	C2H2
Glyma02g03340.1	C2H2
Glyma02g03380.1	C2H2
Glyma02g06500.1	C2H2
Glyma02g06510.1	C2H2
Glyma02g10490.1	C2H2
Glyma02g10970.1	C2H2
Glyma02g12840.1	C2H2
Glyma02g16280.1	C2H2
Glyma02g17300.1	C2H2
Glyma02g22270.1	C2H2
Glyma02g31270.1	C2H2
Glyma02g31550.1	C2H2
Glyma02g31550.2	C2H2
Glyma02g40960.1	C2H2
Glyma02g40960.2	C2H2
Glyma02g41740.1	C2H2
Glyma02g43890.1	C2H2
Glyma02g46240.1	C2H2
Glyma02g46270.1	C2H2
Glyma02g48090.1	C2H2
Glyma03g03950.1	C2H2
Glyma03g11960.1	C2H2
Glyma03g27720.1	C2H2
Glyma03g29610.1	C2H2
Glyma03g31390.1	C2H2
Glyma03g31760.1	C2H2
Glyma03g31780.1	C2H2
Glyma03g33050.1	C2H2
Glyma03g33060.1	C2H2
Glyma03g33070.1	C2H2
Glyma03g34320.1	C2H2
Glyma03g34850.1	C2H2
Glyma03g34910.1	C2H2
Glyma03g36990.1	C2H2
Glyma03g37610.1	C2H2
Glyma03g38720.1	C2H2
Glyma03g39650.1	C2H2
Glyma04g03560.1	C2H2
Glyma04g04760.1	C2H2
Glyma04g06660.1	C2H2
Glyma04g13050.1	C2H2
Glyma04g13980.1	C2H2
Glyma04g15560.1	C2H2
Glyma04g32700.1	C2H2
Glyma04g40070.1	C2H2
Glyma05g00580.1	C2H2
Glyma05g00600.1	C2H2
Glyma05g04690.1	C2H2
Glyma05g23620.1	C2H2
Glyma05g26780.1	C2H2
Glyma05g26990.1	C2H2
Glyma05g30150.1	C2H2
Glyma05g31130.1	C2H2
Glyma05g33590.1	C2H2
Glyma05g34280.1	C2H2
Glyma05g34970.1	C2H2
Glyma06g03630.1	C2H2
Glyma06g04840.1	C2H2
Glyma06g06750.1	C2H2
Glyma06g14780.1	C2H2
Glyma06g21730.1	C2H2
Glyma06g28670.1	C2H2
Glyma06g41530.1	C2H2
Glyma06g44080.1	C2H2
Glyma06g46860.1	C2H2
Glyma07g01130.1	C2H2
Glyma07g01470.1	C2H2
Glyma07g02880.1	C2H2
Glyma07g12170.1	C2H2
Glyma07g16290.1	C2H2
Glyma07g16300.1	C2H2
Glyma07g19470.1	C2H2
Glyma07g19540.1	C2H2
Glyma07g27820.1	C2H2
Glyma07g35330.1	C2H2
Glyma07g37160.1	C2H2
Glyma08g04760.1	C2H2
Glyma08g04760.2	C2H2
Glyma08g04760.3	C2H2
Glyma08g04760.4	C2H2
Glyma08g05390.1	C2H2
Glyma08g05390.2	C2H2
Glyma08g06130.1	C2H2
Glyma08g09760.1	C2H2
Glyma08g09970.1	C2H2
Glyma08g13310.1	C2H2
Glyma08g14320.1	C2H2
Glyma08g16390.1	C2H2
Glyma08g20520.1	C2H2
Glyma08g20870.1	C2H2
Glyma08g20880.1	C2H2
Glyma08g23210.1	C2H2
Glyma09g04390.1	C2H2
Glyma09g30030.1	C2H2
Glyma09g36450.1	C2H2
Glyma10g03990.1	C2H2
Glyma10g05180.1	C2H2
Glyma10g05190.1	C2H2
Glyma10g05210.1	C2H2
Glyma10g05880.1	C2H2
Glyma10g06760.1	C2H2
Glyma10g07660.1	C2H2
Glyma10g12500.1	C2H2
Glyma10g14950.1	C2H2
Glyma10g17510.1	C2H2
Glyma10g19490.1	C2H2
Glyma10g29390.1	C2H2
Glyma10g32810.1	C2H2
Glyma10g34100.1	C2H2
Glyma10g34770.1	C2H2
Glyma10g35070.1	C2H2
Glyma10g35940.1	C2H2
Glyma10g37780.1	C2H2
Glyma10g40400.1	C2H2
Glyma10g42660.1	C2H2
Glyma10g43630.1	C2H2
Glyma10g44160.1	C2H2
Glyma1116s00200.1	C2H2
Glyma11g03600.1	C2H2
Glyma11g04640.1	C2H2
Glyma11g14100.1	C2H2
Glyma11g14400.1	C2H2
Glyma11g15140.1	C2H2
Glyma11g15950.1	C2H2
Glyma11g19060.1	C2H2
Glyma11g19480.1	C2H2
Glyma11g19480.2	C2H2
Glyma11g19810.1	C2H2
Glyma11g19830.1	C2H2
Glyma11g21800.1	C2H2
Glyma11g33420.1	C2H2
Glyma11g36770.1	C2H2
Glyma11g38080.1	C2H2
Glyma12g06080.1	C2H2
Glyma12g06340.1	C2H2
Glyma12g07090.1	C2H2
Glyma12g07510.1	C2H2
Glyma12g08660.1	C2H2
Glyma12g08680.1	C2H2
Glyma12g09000.1	C2H2
Glyma12g09400.1	C2H2
Glyma12g13810.1	C2H2
Glyma12g16630.1	C2H2
Glyma12g29370.1	C2H2
Glyma12g30270.1	C2H2
Glyma12g30290.1	C2H2
Glyma12g30600.1	C2H2
Glyma12g30930.1	C2H2
Glyma12g33500.1	C2H2
Glyma12g35930.1	C2H2
Glyma12g36660.1	C2H2
Glyma13g01090.1	C2H2
Glyma13g01720.1	C2H2
Glyma13g04040.1	C2H2
Glyma13g18150.1	C2H2
Glyma13g18160.1	C2H2
Glyma13g19550.1	C2H2
Glyma13g19560.1	C2H2
Glyma13g19570.1	C2H2
Glyma13g20230.1	C2H2
Glyma13g20950.1	C2H2
Glyma13g32410.1	C2H2
Glyma13g34450.1	C2H2
Glyma13g36960.1	C2H2
Glyma13g39370.1	C2H2
Glyma13g39610.1	C2H2
Glyma13g39620.1	C2H2
Glyma13g40240.1	C2H2
Glyma13g40860.1	C2H2
Glyma13g42550.1	C2H2
Glyma13g42740.1	C2H2
Glyma13g44670.1	C2H2
Glyma14g05050.1	C2H2
Glyma14g07220.1	C2H2
Glyma14g09340.1	C2H2
Glyma14g09760.1	C2H2
Glyma14g10940.1	C2H2
Glyma14g12530.1	C2H2
Glyma14g13360.1	C2H2
Glyma14g35140.1	C2H2
Glyma14g39280.1	C2H2
Glyma14g39280.2	C2H2
Glyma14g40450.1	C2H2
Glyma15g00650.1	C2H2
Glyma15g02690.1	C2H2
Glyma15g02840.1	C2H2
Glyma15g02840.2	C2H2
Glyma15g02840.3	C2H2
Glyma15g03830.1	C2H2
Glyma15g04570.1	C2H2
Glyma15g05970.1	C2H2
Glyma15g15440.1	C2H2
Glyma15g42870.1	C2H2
Glyma16g05590.1	C2H2
Glyma16g18060.1	C2H2
Glyma16g25550.1	C2H2
Glyma16g27280.1	C2H2
Glyma16g30100.1	C2H2
Glyma17g03460.1	C2H2
Glyma17g07200.1	C2H2
Glyma17g08480.1	C2H2
Glyma17g15140.1	C2H2
Glyma17g16690.1	C2H2
Glyma17g33130.1	C2H2
Glyma17g34600.1	C2H2
Glyma17g35430.1	C2H2
Glyma17g35830.1	C2H2
Glyma17g37710.1	C2H2
Glyma18g00680.1	C2H2
Glyma18g02010.1	C2H2
Glyma18g04030.1	C2H2
Glyma18g04810.1	C2H2
Glyma18g07330.1	C2H2
Glyma18g10500.1	C2H2
Glyma18g40360.1	C2H2
Glyma18g40370.1	C2H2
Glyma18g52410.1	C2H2
Glyma19g26860.1	C2H2
Glyma19g32430.1	C2H2
Glyma19g34220.1	C2H2
Glyma19g34540.1	C2H2
Glyma19g35740.1	C2H2
Glyma19g35760.1	C2H2
Glyma19g35770.1	C2H2
Glyma19g36430.1	C2H2
Glyma19g37010.1	C2H2
Glyma19g39640.1	C2H2
Glyma19g40220.1	C2H2
Glyma19g41310.1	C2H2
Glyma19g42280.1	C2H2
Glyma20g00840.1	C2H2
Glyma20g00850.1	C2H2
Glyma20g01560.1	C2H2
Glyma20g03240.1	C2H2
Glyma20g11060.1	C2H2
Glyma20g23180.1	C2H2
Glyma20g24370.1	C2H2
Glyma20g24370.2	C2H2
Glyma20g26940.1	C2H2
Glyma20g31650.1	C2H2
Glyma20g32480.1	C2H2
Glyma20g32480.2	C2H2
Glyma20g32750.1	C2H2
Glyma20g33480.1	C2H2
Glyma20g34840.1	C2H2
Glyma20g37900.1	C2H2
Glyma03g33700.1	ND
Glyma04g16180.1	ND
Glyma06g47380.1	ND
Glyma19g37600.1	VOZ
Glyma01g00820.1	C3H
Glyma01g10610.1	C3H
Glyma01g37260.1	C3H
Glyma01g43700.1	C3H
Glyma02g05570.1	C3H
Glyma02g05580.1	C3H
Glyma02g17250.1	C3H
Glyma02g17250.2	C3H
Glyma02g17260.1	C3H
Glyma02g17260.2	C3H
Glyma02g29360.1	C3H
Glyma02g39050.1	C3H
Glyma02g39050.2	C3H
Glyma02g39100.1	C3H
Glyma02g39210.1	C3H
Glyma02g39210.2	C3H
Glyma02g43510.1	C3H
Glyma02g46610.1	C3H
Glyma02g47360.1	C3H
Glyma03g02000.1	C3H
Glyma03g02010.1	C3H
Glyma03g02020.1	C3H
Glyma03g02020.3	C3H
Glyma03g02920.1	C3H
Glyma03g29500.1	C3H
Glyma03g30020.1	C3H
Glyma03g30020.2	C3H
Glyma03g30030.1	C3H
Glyma03g30030.2	C3H
Glyma03g33420.1	C3H
Glyma03g34840.1	C3H
Glyma04g00940.1	C3H
Glyma04g02820.1	C3H
Glyma04g05290.1	C3H
Glyma04g36640.1	C3H
Glyma04g36670.1	C3H
Glyma05g02920.1	C3H
Glyma05g08450.1	C3H
Glyma05g08910.1	C3H
Glyma05g26620.1	C3H
Glyma05g36110.1	C3H
Glyma05g37520.1	C3H
Glyma05g37520.2	C3H
Glyma06g02830.1	C3H
Glyma06g05300.1	C3H
Glyma06g15720.1	C3H
Glyma06g18240.1	C3H
Glyma06g18270.1	C3H
Glyma06g18280.1	C3H
Glyma06g44440.1	C3H
Glyma06g46320.1	C3H
Glyma07g13680.1	C3H
Glyma07g15240.1	C3H
Glyma07g20090.1	C3H
Glyma07g20090.2	C3H
Glyma07g37980.1	C3H
Glyma08g03540.1	C3H
Glyma08g09630.1	C3H
Glyma08g16340.1	C3H
Glyma08g16360.1	C3H
Glyma08g17310.1	C3H
Glyma08g25050.1	C3H
Glyma08g39400.1	C3H
Glyma08g43270.1	C3H
Glyma08g43320.1	C3H
Glyma08g43790.1	C3H
Glyma09g02570.1	C3H
Glyma09g15600.1	C3H
Glyma09g17210.1	C3H
Glyma09g27300.1	C3H
Glyma09g35980.1	C3H
Glyma09g35990.1	C3H
Glyma09g35990.2	C3H
Glyma09g38650.1	C3H
Glyma09g38650.2	C3H
Glyma10g02540.1	C3H
Glyma10g02550.1	C3H
Glyma10g02550.2	C3H
Glyma10g05550.1	C3H
Glyma10g21950.1	C3H
Glyma10g28540.1	C3H
Glyma10g31370.1	C3H
Glyma10g31370.2	C3H
Glyma10g31370.3	C3H
Glyma10g41530.1	C3H
Glyma10g44330.1	C3H
Glyma11g01780.1	C3H
Glyma11g11630.1	C3H
Glyma11g11630.2	C3H
Glyma11g27130.1	C3H
Glyma12g01340.1	C3H
Glyma12g01340.2	C3H
Glyma12g01350.1	C3H
Glyma12g01350.2	C3H
Glyma12g01900.1	C3H
Glyma12g07300.1	C3H
Glyma12g10890.1	C3H
Glyma12g10890.3	C3H
Glyma12g13300.1	C3H
Glyma12g30590.1	C3H
Glyma12g30590.2	C3H
Glyma12g33320.1	C3H
Glyma12g36600.1	C3H
Glyma13g03760.1	C3H
Glyma13g09610.1	C3H
Glyma13g09610.2	C3H
Glyma13g09610.3	C3H
Glyma13g16390.1	C3H
Glyma13g19900.1	C3H
Glyma13g27280.1	C3H
Glyma13g28820.1	C3H
Glyma13g37110.1	C3H
Glyma14g01390.1	C3H
Glyma14g01930.1	C3H
Glyma14g01930.2	C3H
Glyma14g01990.1	C3H
Glyma14g01990.2	C3H
Glyma14g05460.1	C3H
Glyma14g05460.2	C3H
Glyma14g14120.1	C3H
Glyma14g14170.1	C3H
Glyma14g24710.1	C3H
Glyma14g37100.1	C3H
Glyma14g37180.1	C3H
Glyma14g37330.1	C3H
Glyma14g39390.1	C3H
Glyma15g08320.1	C3H
Glyma15g10230.1	C3H
Glyma15g13480.1	C3H
Glyma15g19120.1	C3H
Glyma15g19130.1	C3H
Glyma15g19140.1	C3H
Glyma15g19150.1	C3H
Glyma15g19160.1	C3H
Glyma15g19170.1	C3H
Glyma15g19180.1	C3H
Glyma15g19190.1	C3H
Glyma15g19200.1	C3H
Glyma15g19210.1	C3H
Glyma15g19220.1	C3H
Glyma15g19230.1	C3H
Glyma15g19240.1	C3H
Glyma15g19260.1	C3H
Glyma15g19270.1	C3H
Glyma15g19280.1	C3H
Glyma15g19290.1	C3H
Glyma15g30180.1	C3H
Glyma15g39220.1	C3H
Glyma15g42750.1	C3H
Glyma15g42820.1	C3H
Glyma15g43030.1	C3H
Glyma16g32370.1	C3H
Glyma17g02720.1	C3H
Glyma17g02720.2	C3H
Glyma17g06240.1	C3H
Glyma17g12510.1	C3H
Glyma17g12560.1	C3H
Glyma17g13580.1	C3H
Glyma17g13580.2	C3H
Glyma18g06980.1	C3H
Glyma18g09020.1	C3H
Glyma18g10210.1	C3H
Glyma18g10310.1	C3H
Glyma18g47660.1	C3H
Glyma19g00510.1	C3H
Glyma19g32340.1	C3H
Glyma19g32910.1	C3H
Glyma19g32910.2	C3H
Glyma19g36150.1	C3H
Glyma19g37530.1	C3H
Glyma20g00950.1	C3H
Glyma20g02090.1	C3H
Glyma20g10260.1	C3H
Glyma20g25710.1	C3H
Glyma20g36140.1	C3H
Glyma20g39160.1	C3H
Glyma05g28090.1	CAMTA
Glyma05g31190.1	CAMTA
Glyma07g37090.1	CAMTA
Glyma08g07680.1	CAMTA
Glyma08g11080.1	CAMTA
Glyma08g14370.1	CAMTA
Glyma08g19100.1	CAMTA
Glyma09g04310.1	CAMTA
Glyma11g36930.1	CAMTA
Glyma15g05900.1	CAMTA
Glyma15g15350.1	CAMTA
Glyma17g03510.1	CAMTA
Glyma17g04310.1	CAMTA
Glyma18g00840.1	CAMTA
Glyma18g22900.1	CCAAT-HAP2
Glyma07g04050.1	AP2-EREBP
Glyma07g04050.2	AP2-EREBP
Glyma07g04050.3	AP2-EREBP
Glyma07g04050.4	AP2-EREBP
Glyma17g05920.1	AP2-EREBP
Glyma13g27230.1	ARID
Glyma13g27230.2	ARID
Glyma08g45030.1	C2C2-CO-like
Glyma16g00690.1	C2C2-CO-like
Glyma18g07890.1	C2C2-CO-like
Glyma15g21350.1	C2C2-DOF
Glyma13g16770.2	C2C2-GATA
Glyma13g16770.3	C2C2-GATA
Glyma09g07960.1	C2C2-YABBY
Glyma09g07960.2	C2C2-YABBY
Glyma09g07960.3	C2C2-YABBY
Glyma15g18970.1	C3H
Glyma02g47380.1	CCAAT-DR1
Glyma02g47380.3	CCAAT-HAP2
Glyma14g01360.1	CCAAT-HAP2
Glyma09g02770.1	CCAAT-HAP5
Glyma15g03170.1	CCAAT-HAP5
Glyma15g13660.1	CCAAT-HAP5
Glyma15g13660.2	CCAAT-HAP5
Glyma19g38800.1	FHA
Glyma02g47380.2	GARP-ARR-B
Glyma02g35190.1	HB
Glyma10g10240.1	HB
Glyma03g36140.1	HMG
Glyma03g36140.2	HMG
Glyma03g36140.3	HMG
Glyma05g29970.1	HSF
Glyma05g29970.2	HSF
Glyma08g13090.1	HSF
Glyma08g13090.2	HSF
Glyma12g36540.1	MBF1
Glyma12g36540.2	MBF1
Glyma12g36540.3	MBF1
Glyma12g36540.4	MBF1
Glyma12g36540.5	MBF1
Glyma13g16770.1	NZZ
Glyma13g42240.1	ZF-TAZ
Glyma02g09580.1	CCAAT-HAP3
Glyma02g17310.1	CCAAT-HAP3
Glyma02g46970.1	CCAAT-HAP3
Glyma03g18670.1	CCAAT-HAP3
Glyma03g22710.1	CCAAT-HAP3
Glyma03g33490.2	CCAAT-HAP3
Glyma04g38860.1	CCAAT-HAP3
Glyma05g15680.1	CCAAT-HAP3
Glyma05g31680.1	CCAAT-HAP3
Glyma07g29710.1	CCAAT-HAP3
Glyma07g37840.1	CCAAT-HAP3
Glyma08g14930.1	CCAAT-HAP3
Glyma09g05150.1	CCAAT-HAP3
Glyma09g28670.1	CCAAT-HAP3
Glyma10g02480.1	CCAAT-HAP3
Glyma10g29440.1	CCAAT-HAP3
Glyma11g18190.1	CCAAT-HAP3
Glyma11g18960.1	CCAAT-HAP3
Glyma11g29860.1	CCAAT-HAP3
Glyma13g10690.1	CCAAT-HAP3
Glyma15g16460.1	CCAAT-HAP3
Glyma17g02810.1	CCAAT-HAP3
Glyma18g08620.1	CCAAT-HAP3
Glyma19g36220.1	CCAAT-HAP3
Glyma20g00240.1	CCAAT-HAP3
Glyma02g09860.1	CCAAT-HAP5
Glyma03g39910.1	CCAAT-HAP5
Glyma04g37290.1	CCAAT-HAP5
Glyma04g37290.2	CCAAT-HAP5
Glyma06g04160.1	CCAAT-HAP5
Glyma06g17780.1	CCAAT-HAP5
Glyma06g46850.1	CCAAT-HAP5
Glyma08g15700.1	CCAAT-HAP5
Glyma08g17630.1	CCAAT-HAP5
Glyma10g29690.1	CCAAT-HAP5
Glyma11g37130.1	CCAAT-HAP5
Glyma12g02950.1	CCAAT-HAP5
Glyma12g34510.1	CCAAT-HAP5
Glyma13g25860.1	CCAAT-HAP5
Glyma13g25860.2	CCAAT-HAP5
Glyma13g25860.3	CCAAT-HAP5
Glyma13g27770.1	CCAAT-HAP5
Glyma13g27780.1	CCAAT-HAP5
Glyma13g27790.1	CCAAT-HAP5
Glyma13g35980.1	CCAAT-HAP5
Glyma14g04320.1	CCAAT-HAP5
Glyma15g36170.1	CCAAT-HAP5
Glyma18g01040.1	CCAAT-HAP5
Glyma19g41280.1	CCAAT-HAP5
Glyma19g42460.1	CCAAT-HAP5
Glyma20g37620.1	CCAAT-HAP5
Glyma01g34050.1	ND
Glyma01g44670.1	ND
Glyma01g44670.2	ND
Glyma04g08670.1	ND
Glyma06g08780.1	ND
Glyma07g09380.1	ND
Glyma08g04180.1	ND
Glyma08g04180.2	ND
Glyma08g04180.3	ND
Glyma09g32420.1	ND
Glyma10g39080.1	ND
Glyma11g00920.1	ND
Glyma14g14750.1	ND
Glyma17g31400.1	ND
Glyma17g31400.2	ND
Glyma20g28740.1	ND
Glyma20g28740.2	ND
Glyma01g43800.1	E2F-DP
Glyma02g35850.1	E2F-DP
Glyma02g35850.2	E2F-DP
Glyma04g02720.1	E2F-DP
Glyma04g02720.2	E2F-DP
Glyma04g34870.1	E2F-DP
Glyma04g34870.2	E2F-DP
Glyma05g01760.1	E2F-DP
Glyma06g02740.1	E2F-DP
Glyma06g19840.1	E2F-DP
Glyma10g09410.1	E2F-DP
Glyma11g18400.1	E2F-DP
Glyma12g09860.1	E2F-DP
Glyma17g10130.1	E2F-DP
Glyma17g10130.2	E2F-DP
Glyma11g01270.1	ND
Glyma11g09750.1	ND
Glyma11g09750.2	ND
Glyma11g09750.3	ND
Glyma11g09750.4	ND
Glyma12g02050.1	ND
Glyma12g02050.2	ND
Glyma12g02050.3	ND
Glyma02g44220.1	EIL
Glyma04g14900.1	EIL
Glyma05g31410.1	EIL
Glyma06g47160.1	EIL
Glyma06g47180.1	EIL
Glyma08g14630.1	EIL
Glyma13g03660.1	EIL
Glyma13g03700.1	EIL
Glyma13g41750.1	EIL
Glyma14g04550.1	EIL
Glyma15g03650.1	EIL
Glyma18g02190.1	EIL
Glyma20g12250.1	EIL
Glyma20g12250.2	EIL
Glyma0024s00500.1	GARP-ARR-B
Glyma02g09450.1	GARP-ARR-B
Glyma04g06650.1	GARP-ARR-B
Glyma05g27670.1	GARP-ARR-B
Glyma05g34520.1	GARP-ARR-B
Glyma06g06730.1	GARP-ARR-B
Glyma07g26890.1	GARP-ARR-B
Glyma07g37220.1	GARP-ARR-B
Glyma08g05150.1	GARP-ARR-B
Glyma08g10650.1	GARP-ARR-B
Glyma09g04470.1	GARP-ARR-B
Glyma09g14650.1	GARP-ARR-B
Glyma11g37480.1	GARP-ARR-B
Glyma13g22320.1	GARP-ARR-B
Glyma14g13320.1	GARP-ARR-B
Glyma15g15520.1	GARP-ARR-B
Glyma15g24770.1	GARP-ARR-B
Glyma17g03380.1	GARP-ARR-B
Glyma17g33230.1	GARP-ARR-B
Glyma18g01430.1	GARP-ARR-B
Glyma19g06550.1	GARP-ARR-B
Glyma0024s00500.1	GARP-ARR-B
Glyma14g19980.1	GARP-ARR-B
Glyma17g08380.1	GARP-ARR-B
Glyma19g06530.1	GARP-ARR-B
Glyma01g01300.1	GARP-G2-like
Glyma01g21900.1	GARP-G2-like
Glyma01g39040.1	GARP-G2-like
Glyma01g40900.1	GARP-G2-like
Glyma01g40900.2	GARP-G2-like
Glyma02g07790.1	GARP-G2-like
Glyma02g10940.1	GARP-G2-like
Glyma02g12070.1	GARP-G2-like
Glyma02g15320.1	GARP-G2-like
Glyma02g21820.1	GARP-G2-like
Glyma02g30800.1	GARP-G2-like
Glyma02g30800.2	GARP-G2-like
Glyma02g30800.3	GARP-G2-like
Glyma02g40930.1	GARP-G2-like
Glyma03g00590.1	GARP-G2-like
Glyma03g27890.1	GARP-G2-like
Glyma03g29940.1	GARP-G2-like
Glyma03g29940.2	GARP-G2-like
Glyma03g32350.1	GARP-G2-like
Glyma03g41040.1	GARP-G2-like
Glyma03g41040.2	GARP-G2-like
Glyma04g03800.1	GARP-G2-like
Glyma04g21680.1	GARP-G2-like
Glyma05g06070.1	GARP-G2-like
Glyma05g08150.1	GARP-G2-like
Glyma05g29160.1	GARP-G2-like
Glyma06g03900.1	GARP-G2-like
Glyma06g44330.1	GARP-G2-like
Glyma07g12070.1	GARP-G2-like
Glyma07g18870.1	GARP-G2-like
Glyma07g19590.1	GARP-G2-like
Glyma07g29490.1	GARP-G2-like
Glyma07g33130.1	GARP-G2-like
Glyma07g35700.1	GARP-G2-like
Glyma08g12320.1	GARP-G2-like
Glyma08g17400.1	GARP-G2-like
Glyma08g41740.1	GARP-G2-like
Glyma09g00690.1	GARP-G2-like
Glyma09g02030.1	GARP-G2-like
Glyma09g02040.1	GARP-G2-like
Glyma09g02040.2	GARP-G2-like
Glyma09g17310.1	GARP-G2-like
Glyma09g30140.1	GARP-G2-like
Glyma09g34030.1	GARP-G2-like
Glyma09g34460.1	GARP-G2-like
Glyma10g04540.1	GARP-G2-like
Glyma10g34050.1	GARP-G2-like
Glyma10g34050.2	GARP-G2-like
Glyma10g34780.1	GARP-G2-like
Glyma11g04440.1	GARP-G2-like
Glyma11g04440.2	GARP-G2-like
Glyma11g06230.1	GARP-G2-like
Glyma11g14490.1	GARP-G2-like
Glyma11g14490.2	GARP-G2-like
Glyma11g18990.1	GARP-G2-like
Glyma11g33350.1	GARP-G2-like
Glyma12g06410.1	GARP-G2-like
Glyma12g09490.1	GARP-G2-like
Glyma12g09490.2	GARP-G2-like
Glyma12g13430.1	GARP-G2-like
Glyma12g31020.1	GARP-G2-like
Glyma12g33430.1	GARP-G2-like
Glyma13g18800.1	GARP-G2-like
Glyma13g37010.1	GARP-G2-like
Glyma13g37010.2	GARP-G2-like
Glyma13g37010.3	GARP-G2-like
Glyma13g39290.1	GARP-G2-like
Glyma14g08620.1	GARP-G2-like
Glyma14g39260.1	GARP-G2-like
Glyma15g08970.1	GARP-G2-like
Glyma15g12930.1	GARP-G2-like
Glyma15g12940.1	GARP-G2-like
Glyma15g12940.2	GARP-G2-like
Glyma15g12940.3	GARP-G2-like
Glyma15g29620.1	GARP-G2-like
Glyma15g41740.1	GARP-G2-like
Glyma16g26820.1	GARP-G2-like
Glyma17g16360.1	GARP-G2-like
Glyma17g20520.1	GARP-G2-like
Glyma17g36500.1	GARP-G2-like
Glyma18g04880.1	GARP-G2-like
Glyma18g43130.1	GARP-G2-like
Glyma18g43550.1	GARP-G2-like
Glyma19g30220.1	GARP-G2-like
Glyma19g30220.2	GARP-G2-like
Glyma19g30220.3	GARP-G2-like
Glyma19g30700.1	GARP-G2-like
Glyma19g32850.1	GARP-G2-like
Glyma19g32850.2	GARP-G2-like
